ST,aroC,dnaN,hemD,hisD,purE,sucA,thrA
ST-3858,2,631,144,46,159,512,22
ST-3859,4,4,447,278,2,146,672
ST-3860,5,2,3,7,6,6,747
ST-3861,13,12,17,520,13,685,4
ST-3862,33,352,30,322,141,87,28
ST-3863,45,632,82,9,128,6,34
ST-3864,713,73,79,156,138,109,102
ST-3865,16,43,45,906,36,39,42
ST-3866,714,147,96,178,155,12,142
ST-3867,715,13,239,12,5,198,6
ST-3868,46,588,3,800,517,2,1
ST-3869,33,352,30,84,21,87,28
ST-3870,17,18,593,17,5,21,19
ST-3871,632,38,8,36,29,13,36
ST-3872,230,38,228,801,236,216,209
ST-3873,391,7,98,12,96,19,6
ST-3874,29,26,30,84,283,145,28
ST-3875,231,38,422,388,725,340,209
ST-3876,13,11,16,15,12,522,4
ST-3877,5,2,3,7,726,6,11
ST-3878,65,78,29,82,20,50,749
ST-3879,10,634,18,153,8,9,22
ST-3880,5,2,594,7,6,6,11
ST-3881,11,41,55,42,34,58,750
ST-3882,311,503,468,710,2,484,126
ST-3883,127,32,40,33,139,79,324
ST-3884,717,2,3,7,6,6,11
ST-3885,157,635,25,72,12,322,4
ST-3886,346,4,8,125,76,19,298
ST-3887,11,177,71,908,33,23,4
ST-3888,6,14,15,7,336,14,751
ST-3889,417,37,47,96,13,687,182
ST-3890,5,2,3,909,6,6,11
ST-3891,1,1,1,910,1,1,5
ST-3892,2,14,24,911,428,19,8
ST-3893,351,160,38,194,184,688,4
ST-3894,16,16,595,18,8,12,18
ST-3895,41,42,299,912,9,12,2
ST-3896,718,28,355,27,727,29,30
ST-3897,230,38,288,913,342,216,209
ST-3898,127,81,25,163,76,19,298
ST-3899,371,194,8,36,29,8,36
ST-3900,719,12,17,16,13,16,4
ST-3901,33,26,30,55,21,145,753
ST-3902,130,97,25,125,728,9,101
ST-3903,10,636,12,9,5,9,2
ST-3904,33,26,30,55,141,145,28
ST-3905,41,637,79,62,28,14,96
ST-3906,65,25,28,56,48,26,79
ST-3907,5,2,3,914,6,6,11
ST-3908,117,295,596,100,38,9,303
ST-3909,56,24,75,83,79,26,131
ST-3910,471,77,27,22,18,85,25
ST-3911,56,24,28,83,729,26,78
ST-3912,5,2,3,7,6,689,11
ST-3913,145,26,30,25,21,87,28
ST-3914,30,28,31,454,22,129,30
ST-3915,56,638,28,83,730,26,27
ST-3916,380,639,276,511,240,360,208
ST-3917,56,25,405,24,579,26,79
ST-3918,13,83,48,13,12,71,4
ST-3919,720,25,75,24,20,26,754
ST-3920,124,436,43,915,193,19,736
ST-3921,145,640,30,916,21,279,658
ST-3922,260,252,27,68,55,184,49
ST-3923,132,121,597,917,24,135,755
ST-3924,228,176,31,38,223,212,208
ST-3925,570,24,75,24,641,26,538
ST-3926,220,221,163,918,55,549,230
ST-3927,46,44,598,46,38,18,34
ST-3928,374,288,408,640,63,690,382
ST-3929,127,287,289,94,731,199,126
ST-3930,721,176,599,22,732,91,91
ST-3931,722,22,192,22,277,24,756
ST-3932,41,332,79,62,733,14,96
ST-3933,242,221,278,81,314,99,757
ST-3934,188,37,271,128,90,691,1
ST-3935,43,41,16,21,12,13,758
ST-3936,111,109,17,149,41,13,759
ST-3937,2,2,43,7,193,187,12
ST-3938,723,104,538,919,10,13,137
ST-3939,11,40,25,13,40,58,4
ST-3940,145,26,600,144,21,87,475
ST-3941,198,148,601,920,341,43,349
ST-3942,30,28,31,698,22,29,30
ST-3943,136,41,109,921,2,100,95
ST-3944,140,113,602,922,734,39,102
ST-3945,65,78,29,24,20,26,131
ST-3946,6,222,10,44,352,321,336
ST-3947,13,12,17,16,13,16,760
ST-3948,5,2,3,7,735,6,11
ST-3949,43,41,16,42,35,692,4
ST-3950,18,14,12,923,5,18,21
ST-3951,140,213,43,12,736,19,307
ST-3952,10,7,12,9,5,103,761
ST-3953,108,641,273,430,737,9,165
ST-3954,25,176,27,22,738,67,91
ST-3955,5,73,224,196,184,9,762
ST-3956,724,513,23,64,38,61,12
ST-3957,725,129,122,62,118,19,2
ST-3958,172,37,10,924,95,188,153
ST-3959,56,24,603,24,20,252,51
ST-3960,140,105,85,93,739,10,3
ST-3961,726,175,15,813,2,693,763
ST-3962,197,642,3,466,8,221,166
ST-3963,70,536,79,925,138,9,764
ST-3964,727,4,25,125,438,90,22
ST-3965,42,11,48,149,12,694,4
ST-3966,13,11,25,653,114,350,4
ST-3967,700,107,40,114,39,427,765
ST-3968,101,81,25,125,438,19,124
ST-3969,84,11,604,42,40,71,4
ST-3970,71,65,67,75,73,500,64
ST-3971,42,40,17,41,33,105,41
ST-3972,101,20,25,128,438,53,22
ST-3973,728,20,3,20,5,22,22
ST-3974,101,4,25,125,84,90,766
ST-3975,10,7,12,9,5,9,767
ST-3976,45,4,8,44,27,695,8
ST-3977,16,16,20,18,8,696,18
ST-3978,558,11,25,16,33,58,23
ST-3979,231,38,288,427,359,697,359
ST-3980,10,7,605,9,5,9,17
ST-3981,202,643,8,349,438,9,101
ST-3982,13,11,16,42,40,71,4
ST-3983,93,319,108,17,115,9,319
ST-3984,127,32,36,926,122,132,95
ST-3985,15,126,101,88,740,19,18
ST-3986,117,135,21,12,741,162,38
ST-3987,110,64,25,125,84,90,101
ST-3988,5,75,8,96,39,146,105
ST-3989,729,9,226,927,5,698,58
ST-3990,104,100,54,928,742,9,48
ST-3991,121,14,248,17,71,146,18
ST-3992,88,26,30,929,21,68,80
ST-3993,117,644,8,125,76,10,192
ST-3994,2,2,15,14,15,699,12
ST-3995,5,2,606,7,6,6,11
ST-3996,33,26,30,212,131,87,134
ST-3997,197,532,15,115,132,46,553
ST-3998,364,25,29,487,48,209,27
ST-3999,730,41,55,42,34,58,4
ST-4000,43,41,16,13,743,13,4
ST-4001,46,14,607,12,97,19,18
ST-4002,191,82,187,22,85,85,91
ST-4003,65,645,608,82,577,243,598
ST-4004,608,646,30,212,283,145,28
ST-4005,111,104,17,49,33,700,4
ST-4006,14,647,21,125,38,19,768
ST-4007,41,42,43,58,9,12,617
ST-4008,483,28,355,454,493,701,30
ST-4009,358,46,16,42,33,71,23
ST-4010,19,36,8,280,140,298,102
ST-4011,231,38,245,363,236,215,209
ST-4012,62,53,54,930,5,53,54
ST-4013,2,2,15,14,15,429,12
ST-4014,147,13,609,123,15,19,17
ST-4015,731,149,610,931,744,702,769
ST-4016,18,648,12,9,5,18,21
ST-4017,15,319,108,66,115,6,22
ST-4018,112,649,98,932,745,9,770
ST-4019,151,22,27,22,260,249,25
ST-4020,632,650,8,163,2,196,771
ST-4021,16,16,20,18,8,703,18
ST-4022,2,4,40,43,481,704,425
ST-4023,127,651,289,94,731,199,126
ST-4024,371,435,8,196,39,437,446
ST-4025,313,652,250,236,5,109,1
ST-4026,11,10,25,13,10,705,4
ST-4027,732,191,233,96,95,394,184
ST-4028,10,7,611,9,5,9,2
ST-4029,282,143,29,82,519,178,60
ST-4030,5,2,612,6,5,5,10
ST-4031,733,31,3,933,8,12,8
ST-4032,127,90,289,934,84,100,95
ST-4033,19,20,3,20,5,22,772
ST-4034,13,11,16,15,12,706,4
ST-4035,734,169,25,935,161,83,196
ST-4036,10,653,12,9,5,9,2
ST-4037,440,70,153,4,746,343,139
ST-4038,46,7,112,12,5,19,12
ST-4039,110,6,135,795,36,9,102
ST-4040,209,70,152,132,34,9,168
ST-4041,18,13,239,12,5,198,6
ST-4042,735,7,12,9,112,9,2
ST-4043,75,67,10,936,15,9,66
ST-4044,10,654,12,9,112,9,104
ST-4045,75,67,12,17,15,9,66
ST-4046,84,40,25,164,40,13,4
ST-4047,60,12,17,16,13,707,4
ST-4048,13,11,16,937,12,15,4
ST-4049,468,104,48,113,114,107,4
ST-4050,2,5,116,938,5,19,12
ST-4051,92,125,613,128,138,9,141
ST-4052,41,42,43,58,9,12,773
ST-4053,5,75,8,939,39,146,97
ST-4054,81,655,101,12,124,130,17
ST-4055,736,12,17,520,13,16,4
ST-4056,127,81,111,564,39,284,41
ST-4057,166,507,46,205,664,175,164
ST-4058,230,38,245,940,342,216,209
ST-4059,737,272,16,13,10,15,137
ST-4060,502,656,614,832,184,45,368
ST-4061,2,2,9,7,134,708,86
ST-4062,255,286,30,282,21,87,28
ST-4063,738,22,27,22,18,131,24
ST-4064,739,2,3,7,6,6,11
ST-4065,740,429,17,662,13,16,4
ST-4066,696,25,29,24,20,26,27
ST-4067,10,19,12,941,5,9,2
ST-4068,741,7,12,9,5,9,2
ST-4069,6,14,26,942,8,9,38
ST-4070,203,11,17,113,167,35,4
ST-4071,13,11,16,15,12,709,4
ST-4072,14,112,43,123,118,710,120
ST-4073,10,60,58,66,6,65,774
ST-4074,379,169,38,149,40,35,23
ST-4075,124,4,283,943,5,12,38
ST-4076,22,11,25,21,184,629,775
ST-4077,10,7,12,9,5,9,776
ST-4078,14,657,43,123,118,115,120
ST-4079,5,2,3,7,747,6,11
ST-4080,13,127,92,944,114,107,4
ST-4081,10,658,12,9,5,9,2
ST-4082,172,536,615,128,39,9,153
ST-4083,43,41,16,42,35,711,111
ST-4084,742,42,43,58,9,12,2
ST-4085,5,2,3,945,6,6,11
ST-4086,33,26,30,26,131,87,134
ST-4087,82,659,26,12,115,78,70
ST-4088,743,221,616,92,85,712,226
ST-4089,10,660,18,153,8,9,22
ST-4090,231,38,402,408,236,340,209
ST-4091,10,7,617,9,5,9,2
ST-4092,56,24,28,24,641,26,78
